Date,Name,Client,Project,Hours,Role,Freelancer,Billable
11/5/2020,Kattie Gerlach,Prohaska - Schiller,transform bricks-and-clicks mindshare,0.25,Account Manager,No,No
11/5/2020,Kattie Gerlach,Walsh and Sons,engage world-class e-commerce,0.75,Account Manager,No,Yes
11/5/2020,Kattie Gerlach,Walsh and Sons,revolutionize end-to-end networks,0.25,Account Manager,No,Yes
11/5/2020,Marianna Armstrong,Wintheiser LLC,integrate extensible bandwidth,0.5,Writer,No,Yes
11/5/2020,Marianna Armstrong,Koepp - Boehm,transition robust applications,2,Writer,No,Yes
11/5/2020,Marianna Armstrong,Walsh and Sons,seize scalable e-tailers,1,Writer,No,Yes
11/5/2020,Marianna Armstrong,Walsh and Sons,seize scalable e-tailers,1,Writer,No,Yes
11/5/2020,Marianna Armstrong,Prohaska - Schiller,implement viral markets,1.5,Writer,No,No
11/5/2020,Marianna Armstrong,Prohaska - Schiller,syndicate global platforms,2,Writer,No,No
11/5/2020,Phoebe Hilll,Fay - Runolfsson,architect efficient channels,4,Producer,No,Yes
11/5/2020,Phoebe Hilll,"Feeney, Balistreri and Waters",monetize visionary relationships,4,Producer,No,Yes
11/5/2020,Bernardo Legros,Prohaska - Schiller,transition user-centric interfaces,5,Designer,No,No
11/5/2020,Bernardo Legros,Koepp - Boehm,transition robust applications,3,Designer,No,Yes
11/5/2020,Ottilie Graham,Larson Inc,streamline transparent web services,3,Designer,No,Yes
11/5/2020,Ottilie Graham,Koepp - Boehm,transition robust applications,1,Designer,No,Yes
11/5/2020,Ottilie Graham,Prohaska - Schiller,monetize vertical convergence,1,Designer,No,No
11/5/2020,Ottilie Graham,Prohaska - Schiller,implement viral markets,2,Designer,No,No
11/6/2020,Ophelia Lynch,Walsh and Sons,seize scalable e-tailers,1.5,Designer,No,Yes
11/6/2020,Ophelia Lynch,Prohaska - Schiller,implement viral markets,0.84,Designer,No,No
11/6/2020,Marianna Armstrong,"Feeney, Balistreri and Waters",monetize visionary relationships,1,Writer,No,Yes
11/6/2020,Marianna Armstrong,Koepp - Boehm,transition robust applications,2.5,Writer,No,Yes
11/6/2020,Marianna Armstrong,Walsh and Sons,seize scalable e-tailers,1,Writer,No,Yes
11/6/2020,Marianna Armstrong,Walsh and Sons,seize scalable e-tailers,1,Writer,No,Yes
11/6/2020,Marianna Armstrong,Prohaska - Schiller,implement viral markets,1,Writer,No,No
11/6/2020,Marianna Armstrong,Prohaska - Schiller,syndicate global platforms,1.5,Writer,No,No
11/6/2020,Kattie Gerlach,Prohaska - Schiller,transform bricks-and-clicks mindshare,0.25,Account Manager,No,No
11/6/2020,Kattie Gerlach,Prohaska - Schiller,transition user-centric interfaces,0.75,Account Manager,No,No
11/6/2020,Kattie Gerlach,Koepp - Boehm,transition robust applications,0.5,Account Manager,No,Yes
11/6/2020,Kattie Gerlach,Fay - Runolfsson,architect efficient channels,3,Account Manager,No,Yes
11/6/2020,Kattie Gerlach,"Feeney, Balistreri and Waters",monetize visionary relationships,0.25,Account Manager,No,Yes
11/6/2020,Kattie Gerlach,Walsh and Sons,engage world-class e-commerce,0.75,Account Manager,No,Yes
11/6/2020,Kattie Gerlach,Walsh and Sons,revolutionize end-to-end networks,0.25,Account Manager,No,Yes
11/6/2020,Kattie Gerlach,Prohaska - Schiller,syndicate global platforms,2.25,Account Manager,No,No
11/6/2020,Phoebe Hilll,Fay - Runolfsson,architect efficient channels,4,Producer,No,Yes
11/6/2020,Phoebe Hilll,"Feeney, Balistreri and Waters",monetize visionary relationships,4,Producer,No,Yes
11/6/2020,Bernardo Legros,Prohaska - Schiller,transition user-centric interfaces,1,Designer,No,No
11/6/2020,Bernardo Legros,Koepp - Boehm,transition robust applications,5,Designer,No,Yes
11/6/2020,Bernardo Legros,Walsh and Sons,implement holistic action-items,2,Designer,No,Yes
11/6/2020,Brock Hane,"Feeney, Balistreri and Waters",monetize visionary relationships,12,Writer,No,Yes
11/6/2020,Brock Hane,Fay - Runolfsson,architect efficient channels,30,Writer,No,Yes
11/6/2020,Nelson Frami,"Feeney, Balistreri and Waters",monetize visionary relationships,25,Writer,No,Yes
11/6/2020,Nelson Frami,Fay - Runolfsson,architect efficient channels,3,Writer,No,Yes
11/6/2020,Nelson Frami,Walsh and Sons,seize scalable e-tailers,10,Writer,No,Yes
11/6/2020,Brock Hane,Walsh and Sons,seize scalable e-tailers,3,Writer,No,Yes
11/6/2020,Nelson Frami,Koepp - Boehm,transition robust applications,2,Writer,No,Yes
11/6/2020,Ottilie Graham,Larson Inc,streamline transparent web services,2,Designer,No,Yes
11/6/2020,Ottilie Graham,Koepp - Boehm,transition robust applications,1,Designer,No,Yes
11/6/2020,Ottilie Graham,Prohaska - Schiller,monetize vertical convergence,1,Designer,No,No
11/6/2020,Ottilie Graham,Prohaska - Schiller,implement viral markets,2,Designer,No,No
11/6/2020,Ottilie Graham,Prohaska - Schiller,transition proactive networks,1,Designer,No,No
11/9/2020,Ophelia Lynch,Koepp - Boehm,transition robust applications,5.33,Designer,No,Yes
11/9/2020,Ophelia Lynch,Walsh and Sons,implement holistic action-items,0.42,Designer,No,Yes
11/9/2020,Kattie Gerlach,Prohaska - Schiller,transition user-centric interfaces,1.5,Account Manager,No,No
11/9/2020,Kattie Gerlach,Koepp - Boehm,transition robust applications,0.5,Account Manager,No,Yes
11/9/2020,Kattie Gerlach,Fay - Runolfsson,architect efficient channels,0.5,Account Manager,No,Yes
11/9/2020,Kattie Gerlach,"Feeney, Balistreri and Waters",monetize visionary relationships,0.5,Account Manager,No,Yes
11/9/2020,Kattie Gerlach,Walsh and Sons,engage world-class e-commerce,1,Account Manager,No,Yes
11/9/2020,Kattie Gerlach,Prohaska - Schiller,syndicate global platforms,4,Account Manager,No,No
11/9/2020,Marianna Armstrong,Wintheiser LLC,integrate extensible bandwidth,1.5,Writer,No,Yes
11/9/2020,Marianna Armstrong,Walsh and Sons,seize scalable e-tailers,2,Writer,No,Yes
11/9/2020,Marianna Armstrong,Koepp - Boehm,transition robust applications,2,Writer,No,Yes
11/9/2020,Marianna Armstrong,Prohaska - Schiller,implement viral markets,1,Writer,No,No
11/9/2020,Marianna Armstrong,Prohaska - Schiller,syndicate global platforms,2,Writer,No,No
11/9/2020,Phoebe Hilll,"Feeney, Balistreri and Waters",monetize visionary relationships,8,Producer,No,Yes
11/9/2020,Bernardo Legros,Walsh and Sons,implement holistic action-items,1,Designer,No,Yes
11/9/2020,Bernardo Legros,Prohaska - Schiller,transition user-centric interfaces,1,Designer,No,No
11/9/2020,Bernardo Legros,Koepp - Boehm,transition robust applications,6,Designer,No,Yes
11/9/2020,Ottilie Graham,"Feeney, Balistreri and Waters",monetize visionary relationships,3,Designer,No,Yes
11/9/2020,Ottilie Graham,Koepp - Boehm,transition robust applications,2,Designer,No,Yes
11/9/2020,Ottilie Graham,Prohaska - Schiller,monetize vertical convergence,1,Designer,No,No
11/9/2020,Ottilie Graham,Prohaska - Schiller,transition proactive networks,1,Designer,No,No
11/9/2020,Ottilie Graham,Larson Inc,streamline transparent web services,1,Designer,No,Yes
11/10/2020,Ophelia Lynch,Koepp - Boehm,transition robust applications,3.75,Designer,No,Yes
11/10/2020,Ophelia Lynch,Walsh and Sons,seize scalable e-tailers,1,Designer,No,Yes
11/10/2020,Kattie Gerlach,Prohaska - Schiller,transition user-centric interfaces,2,Account Manager,No,No
11/10/2020,Kattie Gerlach,Fay - Runolfsson,architect efficient channels,1.75,Account Manager,No,Yes
11/10/2020,Kattie Gerlach,"Feeney, Balistreri and Waters",monetize visionary relationships,1.75,Account Manager,No,Yes
11/10/2020,Kattie Gerlach,Walsh and Sons,engage world-class e-commerce,0.75,Account Manager,No,Yes
11/10/2020,Kattie Gerlach,Prohaska - Schiller,syndicate global platforms,2.75,Account Manager,No,No
11/10/2020,Marianna Armstrong,Koepp - Boehm,transition robust applications,1,Writer,No,Yes
11/10/2020,Marianna Armstrong,Prohaska - Schiller,implement viral markets,1,Writer,No,No
11/10/2020,Marianna Armstrong,Prohaska - Schiller,syndicate global platforms,1.5,Writer,No,No
11/10/2020,Marianna Armstrong,"Feeney, Balistreri and Waters",monetize visionary relationships,1,Writer,No,Yes
11/10/2020,Marianna Armstrong,Walsh and Sons,seize scalable e-tailers,2,Writer,No,Yes
11/10/2020,Marianna Armstrong,Koepp - Boehm,transition robust applications,1.5,Writer,No,Yes
11/10/2020,Phoebe Hilll,Fay - Runolfsson,architect efficient channels,1,Producer,No,Yes
11/10/2020,Phoebe Hilll,"Feeney, Balistreri and Waters",monetize visionary relationships,8,Producer,No,Yes
11/10/2020,Bernardo Legros,Koepp - Boehm,transition robust applications,8,Designer,No,Yes
11/10/2020,Ottilie Graham,Wintheiser LLC,integrate extensible bandwidth,3,Designer,No,Yes
11/10/2020,Ottilie Graham,"Feeney, Balistreri and Waters",monetize visionary relationships,2,Designer,No,Yes
11/10/2020,Ottilie Graham,Koepp - Boehm,transition robust applications,2,Designer,No,Yes
11/10/2020,Ottilie Graham,Prohaska - Schiller,monetize vertical convergence,1,Designer,No,No
11/11/2020,Ophelia Lynch,"Feeney, Balistreri and Waters",monetize visionary relationships,4.25,Designer,No,Yes
11/11/2020,Ophelia Lynch,Koepp - Boehm,transition robust applications,0.5,Designer,No,Yes
11/11/2020,Kattie Gerlach,Walsh and Sons,engage world-class e-commerce,0.75,Account Manager,No,Yes
11/11/2020,Kattie Gerlach,"Feeney, Balistreri and Waters",monetize visionary relationships,0.5,Account Manager,No,Yes
11/11/2020,Kattie Gerlach,Prohaska - Schiller,transition user-centric interfaces,0.75,Account Manager,No,No
11/11/2020,Kattie Gerlach,Prohaska - Schiller,syndicate global platforms,6.75,Account Manager,No,No
11/11/2020,Marianna Armstrong,Koepp - Boehm,transition robust applications,1.5,Writer,No,Yes
11/11/2020,Marianna Armstrong,Koepp - Boehm,transition robust applications,1,Writer,No,Yes
11/11/2020,Marianna Armstrong,Walsh and Sons,seize scalable e-tailers,2,Writer,No,Yes
11/11/2020,Marianna Armstrong,Wintheiser LLC,integrate extensible bandwidth,0.5,Writer,No,Yes
11/11/2020,Marianna Armstrong,Prohaska - Schiller,implement viral markets,1.5,Writer,No,No
11/11/2020,Marianna Armstrong,Prohaska - Schiller,syndicate global platforms,2.5,Writer,No,No
11/11/2020,Phoebe Hilll,"Feeney, Balistreri and Waters",monetize visionary relationships,9,Producer,No,Yes
11/11/2020,Bernardo Legros,Prohaska - Schiller,transition user-centric interfaces,1,Designer,No,No
11/11/2020,Bernardo Legros,Koepp - Boehm,transition robust applications,7,Designer,No,Yes
11/11/2020,Ottilie Graham,Wintheiser LLC,integrate extensible bandwidth,3,Designer,No,Yes
11/11/2020,Ottilie Graham,"Feeney, Balistreri and Waters",monetize visionary relationships,1,Designer,No,Yes
11/11/2020,Ottilie Graham,Prohaska - Schiller,monetize vertical convergence,1.5,Designer,No,No
11/11/2020,Ottilie Graham,Prohaska - Schiller,transition proactive networks,1,Designer,No,No
11/11/2020,Ottilie Graham,Koepp - Boehm,transition robust applications,1,Designer,No,Yes
11/12/2020,Ophelia Lynch,Koepp - Boehm,transition robust applications,1.75,Designer,No,Yes
11/12/2020,Ophelia Lynch,"Feeney, Balistreri and Waters",monetize visionary relationships,2.75,Designer,No,Yes
11/12/2020,Kattie Gerlach,Prohaska - Schiller,transition user-centric interfaces,1.75,Account Manager,No,No
11/12/2020,Kattie Gerlach,"Feeney, Balistreri and Waters",monetize visionary relationships,0.5,Account Manager,No,Yes
11/12/2020,Kattie Gerlach,Koepp - Boehm,transition robust applications,1.75,Account Manager,No,Yes
11/12/2020,Kattie Gerlach,Walsh and Sons,engage world-class e-commerce,1,Account Manager,No,Yes
11/12/2020,Kattie Gerlach,Prohaska - Schiller,syndicate global platforms,2,Account Manager,No,No
11/12/2020,Marianna Armstrong,"Feeney, Balistreri and Waters",monetize visionary relationships,2.5,Writer,No,Yes
11/12/2020,Marianna Armstrong,Koepp - Boehm,transition robust applications,2,Writer,No,Yes
11/12/2020,Marianna Armstrong,Prohaska - Schiller,implement viral markets,1,Writer,No,No
11/12/2020,Marianna Armstrong,Walsh and Sons,seize scalable e-tailers,2,Writer,No,Yes
11/12/2020,Marianna Armstrong,Prohaska - Schiller,syndicate global platforms,1,Writer,No,No
11/12/2020,Phoebe Hilll,"Feeney, Balistreri and Waters",monetize visionary relationships,9,Producer,No,Yes
11/12/2020,Bernardo Legros,Walsh and Sons,implement holistic action-items,2,Designer,No,Yes
11/12/2020,Bernardo Legros,Prohaska - Schiller,transition user-centric interfaces,1.5,Designer,No,No
11/12/2020,Bernardo Legros,Koepp - Boehm,transition robust applications,4.5,Designer,No,Yes
11/12/2020,Ottilie Graham,Wintheiser LLC,integrate extensible bandwidth,1,Designer,No,Yes
11/12/2020,Ottilie Graham,"Feeney, Balistreri and Waters",monetize visionary relationships,1,Designer,No,Yes
11/12/2020,Ottilie Graham,Koepp - Boehm,transition robust applications,2,Designer,No,Yes
11/12/2020,Ottilie Graham,Prohaska - Schiller,monetize vertical convergence,2,Designer,No,No
11/12/2020,Ottilie Graham,Prohaska - Schiller,implement viral markets,1,Designer,No,No
11/13/2020,Brock Hane,Walsh and Sons,seize scalable e-tailers,20,Writer,No,Yes
11/13/2020,Brock Hane,Koepp - Boehm,transition robust applications,13,Writer,No,Yes
11/13/2020,Brock Hane,"Feeney, Balistreri and Waters",monetize visionary relationships,5,Writer,No,Yes
11/13/2020,Ophelia Lynch,"Feeney, Balistreri and Waters",monetize visionary relationships,1.5,Designer,No,Yes
11/13/2020,Edd Hilll,Walsh and Sons,seize scalable e-tailers,4,Producer,No,Yes
11/13/2020,Edd Hilll,Walsh and Sons,engage world-class e-commerce,3,Producer,No,Yes
11/13/2020,Edd Hilll,Wintheiser LLC,integrate extensible bandwidth,3,Producer,No,Yes
11/13/2020,Edd Hilll,Fay - Runolfsson,architect efficient channels,1,Producer,No,Yes
11/13/2020,Edd Hilll,"Feeney, Balistreri and Waters",monetize visionary relationships,10,Producer,No,Yes
11/13/2020,Edd Hilll,Koepp - Boehm,transition robust applications,8,Producer,No,Yes
11/13/2020,Edd Hilll,Prohaska - Schiller,transition user-centric interfaces,4,Producer,No,No
11/13/2020,Edd Hilll,Prohaska - Schiller,syndicate global platforms,6,Producer,No,No
11/13/2020,Edd Hilll,Prohaska - Schiller,enhance bricks-and-clicks communities,5,Producer,No,No
11/13/2020,Ophelia Lynch,Koepp - Boehm,transition robust applications,4.5,Designer,No,Yes
11/13/2020,Nelson Frami,"Feeney, Balistreri and Waters",monetize visionary relationships,25,Writer,No,Yes
11/13/2020,Nelson Frami,Walsh and Sons,seize scalable e-tailers,10,Writer,No,Yes
11/13/2020,Nelson Frami,Koepp - Boehm,transition robust applications,10,Writer,No,Yes
11/13/2020,Kattie Gerlach,Walsh and Sons,engage world-class e-commerce,1.25,Account Manager,No,Yes
11/13/2020,Kattie Gerlach,Koepp - Boehm,transition robust applications,0.75,Account Manager,No,Yes
11/13/2020,Kattie Gerlach,"Feeney, Balistreri and Waters",monetize visionary relationships,2.5,Account Manager,No,Yes
11/13/2020,Kattie Gerlach,Prohaska - Schiller,transition user-centric interfaces,1,Account Manager,No,No
11/13/2020,Kattie Gerlach,Prohaska - Schiller,syndicate global platforms,1.5,Account Manager,No,No
11/13/2020,Marianna Armstrong,Prohaska - Schiller,syndicate global platforms,2.5,Writer,No,No
11/13/2020,Marianna Armstrong,Koepp - Boehm,transition robust applications,1.5,Writer,No,Yes
11/13/2020,Marianna Armstrong,Wintheiser LLC,integrate extensible bandwidth,1.5,Writer,No,Yes
11/13/2020,Marianna Armstrong,Walsh and Sons,seize scalable e-tailers,2.5,Writer,No,Yes
11/13/2020,Phoebe Hilll,"Feeney, Balistreri and Waters",monetize visionary relationships,8,Producer,No,Yes
11/13/2020,Bernardo Legros,Wintheiser LLC,integrate extensible bandwidth,2,Designer,No,Yes
11/13/2020,Bernardo Legros,Prohaska - Schiller,transition user-centric interfaces,1,Designer,No,No
11/13/2020,Bernardo Legros,Koepp - Boehm,transition robust applications,5,Designer,No,Yes
11/13/2020,Ottilie Graham,Wintheiser LLC,integrate extensible bandwidth,5,Designer,No,Yes
11/13/2020,Ottilie Graham,Prohaska - Schiller,monetize vertical convergence,1,Designer,No,No
11/13/2020,Ottilie Graham,Koepp - Boehm,transition robust applications,2,Designer,No,Yes
11/14/2020,Brock Hane,Prohaska - Schiller,synergize back-end interfaces,8,Writer,No,No
11/15/2020,Ophelia Lynch,"Feeney, Balistreri and Waters",monetize visionary relationships,4.42,Designer,No,Yes
11/15/2020,Phoebe Hilll,"Feeney, Balistreri and Waters",monetize visionary relationships,4,Producer,No,Yes
11/15/2020,Ottilie Graham,Koepp - Boehm,transition robust applications,1,Designer,No,Yes
11/16/2020,Ophelia Lynch,"Feeney, Balistreri and Waters",monetize visionary relationships,4,Designer,No,Yes
11/16/2020,Ottilie Graham,Koepp - Boehm,transition robust applications,4,Designer,No,Yes
11/16/2020,Ophelia Lynch,Koepp - Boehm,transition robust applications,1.75,Designer,No,Yes
11/16/2020,Kattie Gerlach,"Feeney, Balistreri and Waters",monetize visionary relationships,3,Account Manager,No,Yes
11/16/2020,Kattie Gerlach,Koepp - Boehm,transition robust applications,0.25,Account Manager,No,Yes
11/16/2020,Kattie Gerlach,Prohaska - Schiller,transition user-centric interfaces,1,Account Manager,No,No
11/16/2020,Kattie Gerlach,Larson Inc,streamline transparent web services,0.25,Account Manager,No,Yes
11/16/2020,Kattie Gerlach,Walsh and Sons,engage world-class e-commerce,1.25,Account Manager,No,Yes
11/16/2020,Kattie Gerlach,Prohaska - Schiller,syndicate global platforms,2.25,Account Manager,No,No
11/16/2020,Phoebe Hilll,"Feeney, Balistreri and Waters",monetize visionary relationships,10,Producer,No,Yes
11/16/2020,Marianna Armstrong,Wintheiser LLC,integrate extensible bandwidth,1.5,Writer,No,Yes
11/16/2020,Marianna Armstrong,Walsh and Sons,seize scalable e-tailers,2,Writer,No,Yes
11/16/2020,Marianna Armstrong,"Feeney, Balistreri and Waters",monetize visionary relationships,1.5,Writer,No,Yes
11/16/2020,Marianna Armstrong,Koepp - Boehm,transition robust applications,1,Writer,No,Yes
11/16/2020,Marianna Armstrong,Prohaska - Schiller,implement viral markets,1,Writer,No,No
11/16/2020,Marianna Armstrong,Prohaska - Schiller,syndicate global platforms,2,Writer,No,No
11/16/2020,Bernardo Legros,Prohaska - Schiller,transition user-centric interfaces,1,Designer,No,No
